253623,Subversive,Core ,Alexander Gurov,RESOLVED,FIXED,b'+++ This bug was initially created as a clone of Bug #252799 +++\n\nProjects must use signed plugins using the Eclipse certificate. Exceptions must be authorized by the planning council for technical reasons.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253849,Subversive,Core ,Alexander Gurov,RESOLVED,FIXED,"b""+++ This bug was initially created as a clone of Bug #252800 +++\n\nProjects must use jar'ed plug-ins (with unpack=false) unless authorized by the planning council for technical reasons. Nested jars should be avoided if possible since it creates problems for projects that has dependencies to such plug-ins. The OSGi runtime is fine with it but the compiler is not able to handle classpaths that contain nested jars. In case only one nested jar exists", it is often better to expand the contents of that jar into the root folder (i.e. unnest the jar). If a plug-in contains large files that are frequently used (opened and closed)," a jar'ed plug-in might degrade performance significantly since the file must be decompressed each time it is opened.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254013,Subversive,Core ,Alexander Gurov,RESOLVED,FIXED,b'+++ This bug was initially created as a clone of Bug #252801 +++\n\nProjects must have build process maturity: scripted, repeatable, and executable by others.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254041,Subversive,Core ,Alexander Gurov,RESOLVED,FIXED,"b""+++ This bug was initially created as a clone of Bug #252803 +++\n\nAny new third-party plug-ins that are common between projects must be consumed via Orbit; the final Galileo release will not have duplicate third-party libraries (note that this only applies to identical versions of the libraries; thus if project A requires foo.jar 1.6 and project B uses foo.jar 1.7"," that's ok).""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254068,Subversive,Core ,Alexander Gurov,RESOLVED,FIXED,b'+++ This bug was initially created as a clone of Bug #252804 +++\n\nProjects must optimize their own update site using pack200 to reduce bandwidth utilization and provide a better update experience for users. With the introduction of p2, project update sites must generate metadata (artifact and content repository info).',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254198,Subversive,Core ,Alexander Gurov,RESOLVED,FIXED,b'+++ This bug was initially created as a clone of Bug #252809 +++\n\nMust use  ICU4J.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146894,GEF,GEF-Legacy Draw2d ,Alex Boyko,RESOLVED,FIXED,"b""In 3.2", the lightweight system paints when it receives a native paint event.  However, it's possible that this could happen when a figure is invalid -- after it's been invalidated but before the update manager performs validation.  This can cause several problems since figures usually don't expect to be painted when invalid.\n\nNot marking this bug as critical because whatever problems you run into would affect only that paint invocation.  And since an update has already been scheduled, a follow-up layout and paint will occur soon after, which means the user might not notice any problem visually.\n\nThis could be fixed by the update manager ignoring the native paint request if an update has already been scheduled," or by forcing validation at that point.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173361,GMF-Runtime,General ,Alex Boyko,RESOLVED,WORKSFORME,"b'The Undo (and Redo) menu items use the wrong undo context after the user switches workbench parts.  The incorrect operation history is presented to the user until the next undoable change is made in the diagram editor.\n\nThe problem is that the GlobalUndoAction (and GlobalRedoAction) creates a new Eclipse UndoActionHandler delegate whenever the workbench part changes.  In Eclipse 3.3M4 (see bug 162964) the UndoActionHandler has a \'contextActive\' state that is false when a new handler is created.  The UndoActionHandler#getUndoContext returns the global undo context for the workbench until the its real context is deemed active.\n\nSteps to reproduce the problem in the logic example:\n1. Launch a new workbench and open the resource perspective\n2. Create a simple project\n3. Create an example logic diagram.  Observe that the undo menu item when the diagram is selected is ""Undo New Project"".\n4. Add a new circuit to the diagram using the tool palette.  Now the undo menu item says ""Undo Create Circuit""\n5. Change focus to the Outline view"," then back to the diagram view.  Now the undo menu item is ""Undo New Project"". It should be ""Undo Create Circuit""\n5. Create an LED using the tool palette.  Undo.  Observe that the undo menu item is correctly back to ""Undo Create Circuit""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325163,GMF-Runtime,General ,Alex Boyko,RESOLVED,FIXED,"b""We have lot of diagrams with links (edges) in them connecting two nodes. The links were straight before but after the upgrade to newer GMF versions"," those are distorted. Seems like Source and target anchor points are positioned/calculated differently.\n\nWe upgraded from 1.0.x to 2.2.x. So it's quite a jump.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437174,ECP,EMF Forms ,Alexandra Buzila,RESOLVED,FIXED,"b""The validation column's width"," name and icon should be customizable.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497297,ECP,EMF Forms ,Alexandra Buzila,RESOLVED,FIXED,b'The background/foreground colors of focused/unfocused cells  in the TableControlSWTRenderer are not customizable.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526125,Community,Accounts.eclipse.org ,Dummy accounts inbox,RESOLVED,FIXED,b'Please cnahge  to mshaposhnik@redhat.com   to mshaposh@redhat.com',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44215,AspectJ,Compiler ,Andrew Clement,RESOLVED,FIXED,b'Eclipse IDE: v2.1.1 Build 200306271545\n\nEclipse Feature: org.eclipse.aspectj_1.1.4\n\nEclipse Plugins: org.aspectj.ajde_1.1.4, org.eclipse.adjt.ui_0.6.4, \norg.eclipse.aspectj_1.1.4\n\nCPU: Intel Celeron 1200MHz; RAM 512 MB\n\n-------------------------------------------------------------------------------\n\nAspectJ Error: OutOfMemoryError thrown: null\n\nI have installed AspectJ and got it to compile, weave and run correctly on \nsimple demo programs. However, compilation halts partway on a large project \nwith 14.6 MB source code. I have searched Eclipse environment but see no way of \nincreasing RAM available during compilation.\n\nCheers.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46653,AJDT,UI ,Andrew Clement,RESOLVED,FIXED,b'The autobuild feature is critical for people accustomed to using the JDT.  \nSupporting <ctrl>b build invocation is another compatiblity requirement.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108101,AspectJ,Compiler ,Andrew Clement,RESOLVED,FIXED,"b""We should get all the necessary bridge methods 'for free' when compiling from\nsource - the MethodVerifier15 that we use knows about inherited ITDs and ITDs it\nis receiving on any types it is verifying - so the logic to calculate when\nbridge methods are required all gets driven correctly.\n\nThe problem is binary weaving - we've done nothing to ensure it works in this\ncase.  There seem to be a number of cases to consider and I'm not sure one\nalgorithm will fix them all...\n\nIf an ITD targets a particular class then it should be relatively easy when\napplying that ITD to the class that you check for any inherited methods and\ndetermine whether to create a bridge method representing the inherited methods\nerasure...\n\nThe problem though is when you have a subclass below that which overrides the\nmethod you are ITDing... it may be that a bridge method needs adding to the\nsubclass.  But we may not go and look at that subclass", it may not be targetted\nfor weaving," is it reasonable to walk *down* a hierarchy from the type that has\nbeen ITD'd upon?  If possible I'd probably try and use the existing munger\nmechanism and create a munger that could be applied to the subtypes which adds\nthe bridge method....""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117296,AspectJ,Compiler ,Andrew Clement,RESOLVED,FIXED,b'Hi,"\n\nThis code is a form of ""Curiously Recurring Template Pattern""\n\npublic class PropertySupport<T extends PropertySupport<T>> {\n\n}\nMy AJDT project does not accept this though my JDK 5.0 ECLIPSE project does.\n\njava.lang.StackOverflowError\nat org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory.fromBinding(EclipseFactory.java:197)\nat org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory.fromBinding(EclipseFactory.java:281)\nat org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory.fromBinding(EclipseFactory.java:281)\n\nThanks",\nMohan',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134471,AspectJ,Compiler ,Andrew Clement,RESOLVED,FIXED,b'Given the following aspect:\n\n\npackage pkg;\n\npublic aspect A {\n\n pointcut p() : call(* pkg.*.*(..));\n \n before() : p() {\n       \n }  \n}\n\n\nAdding a whitespace (or anything else in the aspect) and saving results in an incremental build and all crosscutting information is lost. Everything is regainded after a full build.\n\nThis is a regression from AspectJ 1.5.0 and could be related to bug 133532.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476580,WTP Releng,releng ,Adalberto Lopez Venegas,RESOLVED,FIXED,b'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477113,WTP Releng,releng ,Adalberto Lopez Venegas,RESOLVED,FIXED,b'We need to use R3_7_maintenance for the webtools.webservices branch for WTP 3.7.x',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223287,z_Archived,Hibachi ,Adam Haselhuhn,RESOLVED,FIXED,b'The current sources from CVS do not build: there is a missing source directory in antlr.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18717,Platform,UI ,Adam Schlegel,RESOLVED,FIXED,b'When subclassing org.eclipse.jface.window.ApplicationWindow AND not adding a \nmenubar, the following null-pointer exception occurs:\n\njava.lang.NullPointerException\n at org.eclipse.jface.window.ApplicationWindow.run\n(ApplicationWindow.java:355)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37033,AJDT,Core ,Adrian Colyer,RESOLVED,FIXED,b'If you create a project with a name that differs from the last part of the \ndirectory it lives in, builds fail. E.g.," create a project named ""greetings"" \nlocated in ""c:/eclipse/workspace/hello"". Add a file", compile, then try to run. \nIt fails. AJDT creates output in a directory with the *name* of project \n(greetings), not the directory (hello).',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41535,AJDT,Core ,Adrian Colyer,RESOLVED,FIXED,b'java.io.FileNotFoundException: C:\n\\ColyerRoot\\Data\\AJDTDev\\eclipse\\runtime-workspace\\ajdt.figures.demo.\ncomplete\\gui\\FigurePanel$FigureSurface.class (The system cannot find the path \nspecified)\n at java.io.FileInputStream.open(Native Method)\n at java.io.FileInputStream.<init>(FileInputStream.java:116)\n at org.aspectj.util.FileUtil.readAsByteArray(FileUtil.java:1004)\n at org.aspectj.weaver.bcel.BcelWeaver.addResource(BcelWeaver.java:158)\n at org.aspectj.ajdt.internal.core.builder.AjBuildManager.\ninitBcelWorld(AjBuildManager.java:218)\n at org.aspectj.ajdt.internal.core.builder.AjBuildManager.\ndoBuild(AjBuildManager.java:112)\n at org.aspectj.ajdt.internal.core.builder.AjBuildManager.\nbatchBuild(AjBuildManager.java:69)\n at org.aspectj.ajde.internal.CompilerAdapter.compile(CompilerAdapter.java:\n102)\n at org.aspectj.ajde.internal.AspectJBuildManager$CompilerThread.\nrun(AspectJBuildManager.java:164)\n\nThis can be reproduced using the testdata/figures-demo project in ajdt',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41712,AJDT,Doc ,Adrian Colyer,RESOLVED,FIXED,b'After downloading this plugin, performing the (important) post- installation \noperations, and attempting to use the plugin, I have yet to successfully \ncompile and run a program with aspects. I have attempted to (a) create a new \nAspectJ project and import an existing project to it," and (b) create an AspectJ \nproject from scratch. It is unclear from the behavior of the plugin whether or \nnot things are working properly; for example when I create a new AspectJ \nproject I see the same wizard as for a ""regular"" java project", and I see \nnothing indicating which .java files an aspect should be compiled with, no \nother aspect- related data is requested, or anything else that indicates that I \nam creating a project that is different from a regular java project. \nFurthermore," despite the fact that the AspectJ compiler was set as the default \n(as specified in the ""Post Installation Customization"" section of your release \nnotes)", I am still getting java compiler errors when I attempt to compile an \naspect (for example," keyword ""aspect"" is unknown!).\n\nThe UI tools don\'t seem to do anything", either. I activate them in an AspectJ \nproject and don\'t see anything indicating that they have any functionality \nother than displaying blank screens.\n\nWithout a coherent set of documentation including installation instructions, \nproper post- installation instructions," basic ""how to set up a project"" \ninstructions"," ""how to use with the rest of Eclipse"" instructions", and (most \nimportantly) troubleshooting instructions, I cannot know what to expect when I \ncreate and attempt to compile an AspectJ project. Because I don\'t know what to \nexpect in an AspectJ project, I cannot tell if the AspectJ- related \nfunctionality is working properly. Because I cannot tell whether or not it is \nworking properly, I cannot figure out if I am doing something wrong when I \nattempt to create, compile, and run such a project and fail. The bottom line is \nthat without proper user documentation for this plugin, I, my coworkers, and my \ncompany\'s client developers are unable to use this plugin. Unless and until \nsuch documentation is created," we will turn our attention away from both the \nAJDT plugin and (in the case of many of our clients who would only use Eclipse \nfor the plugin) Eclipse itself.\n\nUpon examination of your ""list of tasks"" page", I discovered that you are aware \nof this lack of documentation, but have no one assigned to deal with this \nproblem. I also have an intimite understanding of the problems involved with \nhaving too few people to handle all the tasks that you want to handle. \nUnfortunately, I strongly suggest that if you plan to have this plugin used by \nany significant number of people besides those who developed it, you might want \nto consider raising the priority of docmentation. While it will be nice to add \nsome of the functionality that you people are planning to add to this plugin, \nall the nice functionality in the world will be useless if people don\'t know \nhow to set up your plugin, use it, or troubleshoot it if things go wrong with \nthe installation. Without decent user documentation you\'ll have a very nice, \nfull- featured, and *unused* piece of software.\n\nJust so that you know that I am a doer, not a whiner, I actually considered \nputting together some user documentation and contributing to your project. \nUnfortunately, my experience with this plugin has demonstrated that I do not \nknow enough about its operation to do so. I cannot even get it to work on my \nown machine; I simply am not qualified to write any documentation about this \nplugin. Be advised that I am still willing to devote time to writing such \ndocumentation -- provided that someone knowledgeable in the use of the AJDT \ntakes the time to get me up to speed. Get me to the point that I can use the \nprovided tools, and I will cheerfully contribute a version of my documentation \nto the project.\n\n-Robert Brown III',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43030,AspectJ,IDE ,Adrian Colyer,RESOLVED,FIXED,b'Many of the unit tests in org.aspectj.ajdt.ajc.BuildArgParserTestCase and in\norg.aspectj.ajde.StructureModelTest are failing for me.  These failures appear\nto be due to the behavior of File.getAbsolutePath().  My suspicion is that these\nfailures are caused by recent changes to the structure model code to remove\ncalls to File.getCanonicalPath().\n\nThese failures all come under Win XP using either jdk 1.4.2 or jdk 1.3.x from\nSUN.  To reproduce the failures," you need to launch eclipse using ""-data\nc:/path_to_workspace"".  Note the lowercase \'c\' in the path.  If I change this to\n""-data C:/path_to_workspace""", then all of the tests will pass.\n\n\nHere are the traces from two of the failures:\n\njava.lang.IndexOutOfBoundsException: Index: 2, Size: 1\n    at java.util.ArrayList.RangeCheck(ArrayList.java:486)\n    at java.util.ArrayList.get(ArrayList.java:302)\n    at\norg.aspectj.ajde.StructureModelTest.testPointcutName(StructureModelTest.java:93)\n-----------------------------------------\njunit.framework.ComparisonFailure: expected:<c...> but was:<C...>\n    at junit.framework.Assert.assertEquals(Assert.java:81)\n    at junit.framework.Assert.assertEquals(Assert.java:87)\n    at\norg.aspectj.ajdt.ajc.BuildArgParserTestCase.testSourceRootDirWithFiles(BuildArgParserTestCase.java:221)\n\nThe filenames that are failing to compare above differ only in the initial\ncapitalization of the \'c\', e.g.\nc:\\aspectj\\workspace\\org.aspectj.ajdt.core\\testdata\\ajc\\pkg\n    and\nC:\\aspectj\\workspace\\org.aspectj.ajdt.core\\testdata\\ajc\\pkg',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104720,AspectJ,Compiler ,Adrian Colyer,RESOLVED,FIXED,b'After compiling the attached source file and class file with\n\najc -inpath . -outjar t.jar Tracer.aj\n\n(on any of 1.2.1," 1.5.0M2 or the June 2005 snapshot) and then attempting to run\nit with\n\ngij -classpath ./t.jar:$CLASSPATH Test\n\nthe following error is obtained:\n\nException in thread ""main"" java.lang.VerifyError: verification failed at PC 1 in\nTest:newTest_aroundBody2((I)LTest;): branch out of range\n   at java.lang.VMClassLoader.resolveClass(java.lang.Class)\n(/usr/lib/libgcj.so.6.0.0)\n   at java.lang.Class.initializeClass() (/usr/lib/libgcj.so.6.0.0)\n   at java.lang.Class.forName(java.lang.String", boolean," java.lang.ClassLoader)\n(/usr/lib/libgcj.so.6.0.0)\n   at gnu.java.lang.MainThread.run() (/usr/lib/libgcj.so.6.0.0)\n\nAn excerpt from the output of\n\njavap -private -classpath t.jar -c Test\n\nshows that the generated switch is indeed bogus:\n\nprivate static final Test newTest_aroundBody2(int);\n  Code:\n   0:   iload_0\n   1:   tableswitch{ //0 to 0\n                0: -1157627302;\n                default: 16 }\n   20:  invokespecial   #3; //Method ""<init>"":()V\n   23:  areturn'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108377,AspectJ,Compiler ,Adrian Colyer,RESOLVED,FIXED,"b'When I run this program:\n\npublic class A {\n    public static void main(String[] args) {\n System.out.println(new A().foo());\n    }\n}\n\naspect Aspect1 {\n    public A A.a;\n    public String A.value;\n\n    public String A.foo() {\n return a.value;\n    }\n}\n\nI get the error:\n\nException in thread ""main"" java.lang.VerifyError: (class: Aspect1", method:\najc$interMethod$Aspect1$A$foo signature: (LA;)Ljava/lang/String;) Incompatible\ntype for getting or setting field\n        at A.<init>(A.java:1)\n        at A.main(A.java:3)\n\nJavap reveals that the field name is missing the class name part:\n\n   1:   getfield        #50; //Field a:LA;\n   4:   getfield        #46; //Field A.value:Ljava/lang/String;\n\nIf I replace a.value by this.a.value, the correct code is generated:\n\n   1:   getfield        #37; //Field A.a:LA;\n   4:   getfield        #46; //Field A.value:Ljava/lang/String;',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274815,z_Archived,STP ,Adrian Mos,RESOLVED,FIXED,"b""When including only the STP-IM component of the STP list on Galileo M7 and no plugins from SCA", then the whole installation process fails with the following exception message:\n\nCannot complete the install because one or more required items could not be found.\n  Software currently installed: org.eclipse.stp.im.feature.feature.group 1.0.1.200903191021-7B--7kMO1Mwa1YMkY\n  Missing requirement: org.eclipse.stp.im.out.sca 1.0.0.200903191021 requires 'bundle org.eclipse.stp.sca 0.0.0' but it could not be found\n  Cannot satisfy dependency:\n    From: org.eclipse.stp.im.feature.feature.group 1.0.1.200903191021-7B--7kMO1Mwa1YMkY\n    To: org.eclipse.stp.im.out.sca [1.0.0.200903191021]\n\nAll other dependencies are normally found automatically, but it seems this is not the case for STP-IM.\n\nProbably you should have a look at the before Galileo RC.\n\nBest regards,"\n\nFlorian""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
